"SOURCE","Source","BRANCH","Branch","TYPEXP","Type of Expenditure","TYPROG","Type of Programme","UNIT","Measure","COUNTRY","Country","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2009","2009","PC","Percentage","0","Units",,,0.554,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2010","2010","PC","Percentage","0","Units",,,0.556,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2011","2011","PC","Percentage","0","Units",,,0.624,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2012","2012","PC","Percentage","0","Units",,,0.611,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2013","2013","PC","Percentage","0","Units",,,0.602,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2014","2014","PC","Percentage","0","Units",,,0.565,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2015","2015","PC","Percentage","0","Units",,,0.476,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2016","2016","PC","Percentage","0","Units",,,0.401,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2017","2017","PC","Percentage","0","Units",,,0.353,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2018","2018","PC","Percentage","0","Units",,,0.339,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2019","2019","PC","Percentage","0","Units",,,0.342,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2020","2020","PC","Percentage","0","Units",,,0.352,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","1980","1980","PC","Percentage","0","Units",,,,"m","Data not available"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","1981","1981","PC","Percentage","0","Units",,,,"m","Data not available"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","1982","1982","PC","Percentage","0","Units",,,,"m","Data not available"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","1983","1983","PC","Percentage","0","Units",,,,"m","Data not available"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","1984","1984","PC","Percentage","0","Units",,,,"m","Data not available"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","1985","1985","PC","Percentage","0","Units",,,,"m","Data not available"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","1986","1986","PC","Percentage","0","Units",,,,"m","Data not available"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","1987","1987","PC","Percentage","0","Units",,,,"m","Data not available"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","1988","1988","PC","Percentage","0","Units",,,,"m","Data not available"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","1989","1989","PC","Percentage","0","Units",,,,"m","Data not available"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","1990","1990","PC","Percentage","0","Units",,,0.228,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","1991","1991","PC","Percentage","0","Units",,,0.228,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","1992","1992","PC","Percentage","0","Units",,,0.242,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","1993","1993","PC","Percentage","0","Units",,,0.281,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","1994","1994","PC","Percentage","0","Units",,,0.362,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","1995","1995","PC","Percentage","0","Units",,,0.335,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","1996","1996","PC","Percentage","0","Units",,,0.34,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","1997","1997","PC","Percentage","0","Units",,,0.506,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","1998","1998","PC","Percentage","0","Units",,,0.97,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","1999","1999","PC","Percentage","0","Units",,,0.602,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2000","2000","PC","Percentage","0","Units",,,0.737,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2001","2001","PC","Percentage","0","Units",,,0.559,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2002","2002","PC","Percentage","0","Units",,,0.468,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2003","2003","PC","Percentage","0","Units",,,0.535,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2004","2004","PC","Percentage","0","Units",,,0.546,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2005","2005","PC","Percentage","0","Units",,,0.512,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2006","2006","PC","Percentage","0","Units",,,0.521,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2007","2007","PC","Percentage","0","Units",,,0.523,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2008","2008","PC","Percentage","0","Units",,,0.53,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2009","2009","PC","Percentage","0","Units",,,0.621,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2010","2010","PC","Percentage","0","Units",,,0.562,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2011","2011","PC","Percentage","0","Units",,,0.569,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2012","2012","PC","Percentage","0","Units",,,0.632,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2013","2013","PC","Percentage","0","Units",,,0.637,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2014","2014","PC","Percentage","0","Units",,,0.72,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2015","2015","PC","Percentage","0","Units",,,0.91,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2016","2016","PC","Percentage","0","Units",,,0.92,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2017","2017","PC","Percentage","0","Units",,,0.838,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2018","2018","PC","Percentage","0","Units",,,0.861,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2019","2019","PC","Percentage","0","Units",,,0.996,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","2020","2020","PC","Percentage","0","Units",,,1.182,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","1980","1980","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","1981","1981","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","1982","1982","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","1983","1983","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","1984","1984","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","1985","1985","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","1986","1986","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","1987","1987","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","1988","1988","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","1989","1989","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","1990","1990","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","1991","1991","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","1992","1992","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","1993","1993","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","1994","1994","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","1995","1995","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","1996","1996","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","1997","1997","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","1998","1998","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","1999","1999","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","2000","2000","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","2001","2001","PC","Percentage","0","Units",,,0.157,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","2002","2002","PC","Percentage","0","Units",,,0.174,,
